1	1	VAI	AAI1S	600705	Ἐβόησα	ἐβοησα	εβοησα	βοάω				E)BO/HSA	BOA/W
1	4	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
1	4	VCI	API3S	641665	διεδόθη	διεδοθη	διεδοθη	διαδίδωμι				DIEDO/QH	DI/DWMI          DIA
1	4	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	4	A1S	ASF	13571	πᾶσαν	πασαν	πασαν	πᾶς				PA=SAN	PA=S
1	4	RA	ASF	10	τὴν	την	την	ὁ				TH\N	O(
1	4	N1	ASF	13570	γῆν	γην	γην	γῆ				GH=N	GH=
1	4	C		4	καὶ	και	και	καί				KAI\	KAI/
1	4	RA	NSF	10	ἡ	ἡ	η	ὁ				H(	O(
1	4	N1S	NSF	13442	δόξα	δοξα	δοξα	δόξα				DO/CA	DO/CA
1	4	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
1	4	C		4	ἕως	ἑως	εως	ἕως				E(/WS	E(/WS
1	4	A1	GSM	9539	ἐσχάτου	ἐσχατου	εσχατου	ἔσχατος				E)SXA/TOU	E)/SXATOS
1	4	RA	GSF	10	τῆς	της	της	ὁ				TH=S	O(
1	4	N1	GSF	13634	γῆς	γης	γης	γῆ			.	GH=S	GH=
1	5	VCI	API3P	903809	ὑψώθησαν	ὑψωθησαν	υψωθησαν	ὑψόω				U(YW/QHSAN	U(YO/W
1	5	C		4	ἕως	ἑως	εως	ἕως				E(/WS	E(/WS
1	5	RA	GPN	10	τῶν	των	των	ὁ				TW=N	O(
1	5	N2N	GPN	18242	ἄστρων	ἀστρων	αστρων	ἄστρον			,	A)/STRWN	A)/STRON
1	5	VAI	AAI3P	895617	εἶπαν	εἰπαν	ειπαν	ἔπω				EI)=PAN	EI)=PON
1	5	D		9	Οὐ	οὐ	ου	οὐ				OU)	OU)
1	5	D		9	μὴ	μη	μη	μή				MH\	MH/
1	5	VA	AAS3P	895745	πέσωσιν	πεσωσιν	πεσωσιν	πίπτω			·	PE/SWSIN	PI/PTW
1	6	C		4	καὶ	και	και	καί				KAI\	KAI/
1	6	VA	AAPASN	9055169	ἐξύβρισαν	ἐξυβρισαν	εξυβρισαν	ἐξυβρίζω				E)CU/BRISAN	U(BRI/ZW         E)K
1	6	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	6	RA	DPM	10	τοῖς	τοις	τοις	ὁ				TOI=S	O(
1	6	A1	DPM	10115	ἀγαθοῖς	ἀγαθοις	αγαθοις	ἀγαθός				A)GAQOI=S	A)GAQO/S
1	6	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
1	6	C		4	καὶ	και	και	καί				KAI\	KAI/
1	6	D		9	οὐκ	οὐκ	ουκ	οὐ				OU)K	OU)
1	6	VAI	AAI3P	895617	ἤνεγκαν	ἠνεγκαν	ηνεγκαν	φέρω			.	H)/NEGKAN	FE/RW
1	7	RA	NPF	10	αἱ	αἱ	αι	ὁ				AI(	O(
1	7	N1A	NPF	13954	ἁμαρτίαι	ἁμαρτιαι	αμαρτιαι	ἁμαρτία				A(MARTI/AI	A(MARTI/A
1	7	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
1	7	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	7	A1B	DPN	18307	ἀποκρύφοις	ἀποκρυφοις	αποκρυφοις	ἀπόκρυφος			,	A)POKRU/FOIS	A)PO/KRUFOS
1	7	C		4	καὶ	και	και	καί				KAI\	KAI/
1	7	RP	NS	13	ἐγὼ	ἐγω	εγω	ἐγώ				E)GW\	E)GW/
1	7	D		9	οὐκ	οὐκ	ουκ	οὐ				OU)K	OU)
1	7	V	YAI3S	634497	ᾔδειν	ἠδειν	ηδειν	οἶδα			·	H)/|DEIN	OI)=DA
1	8	RA	NPF	10	αἱ	αἱ	αι	ὁ				AI(	O(
1	8	N1A	NPF	13954	ἀνομίαι	ἀνομιαι	ανομιαι	ἀνομία				A)NOMI/AI	A)NOMI/A
1	8	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
1	8	P		8	ὑπὲρ	ὑπερ	υπερ	ὑπέρ				U(PE\R	U(PE/R
1	8	RA	APN	10	τὰ	τα	τα	ὁ				TA\	O(
1	8	P		8	πρὸ	προ	προ	πρό				PRO\	PRO/
1	8	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
1	8	N3E	APN	18178	ἔθνη	ἐθνη	εθνη	ἔθνος			,	E)/QNH	E)/QNOS
1	8	VAI	AAI3P	895617	ἐβεβήλωσαν	ἐβεβηλωσαν	εβεβηλωσαν	βεβηλόω				E)BEBH/LWSAN	BEBHLO/W
1	8	RA	APN	10	τὰ	τα	τα	ὁ				TA\	O(
1	8	A1A	APN	18179	ἅγια	ἁγια	αγια	ἅγιος				A(/GIA	A(/GIOS
1	8	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος				KURI/OU	KU/RIOS
1	8	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	8	N3I	DSF	13698	βεβηλώσει	βεβηλωσει	βεβηλωσει	βεβήλωσις			.	BEBHLW/SEI	BEBH/LWSIS
2	0	N2	NSM	9346	Ψαλμὸς	ψαλμος	ψαλμος	ψαλμός				YALMO\S	YALMO/S
2	0	RA	DSM	10	τῷ	τω	τω	ὁ				TW=|	O(
2	0	N	DSM	9602	Σαλωμων	σαλωμων	σαλωμων	Σαλωμών			·	*SALWMWN	*SALWMW/N
2	0	P		8	περὶ	περι	περι	περί				PERI\	PERI/
2	0	N	AS	5378	Ιερουσαλημ	ιερουσαλημ	ιερουσαλημ	Ἱερουσαλήμ			.	*IEROUSALHM	*I)EROUSALH/M
2	1	P		8	Ἐν	ἐν	εν	ἐν				E)N	E)N
2	1	RA	DSN	10	τῷ	τω	τω	ὁ				TW=|	O(
2	1	V1	PMN	308609	ὑπερηφανεύεσθαι	ὑπερηφανευεσθαι	υπερηφανευεσθαι	ὑπερηφανεύω				U(PERHFANEU/ESQAI	H)FANEU/OMAI     U(PER
2	1	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
2	1	A1B	ASM	9475	ἁμαρτωλὸν	ἁμαρτωλον	αμαρτωλον	ἁμαρτωλός				A(MARTWLO\N	A(MARTWLO/S
2	1	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
2	1	N2	DSM	9602	κριῷ	κριω	κριω	κριός				KRIW=|	KRIO/S
2	1	VBI	AAI3S	633473	κατέβαλε	κατεβαλε	κατεβαλε	καταβάλλω				KATE/BALE	BA/LLW           KATA
2	1	N3E	APN	18178	τείχη	τειχη	τειχη	τεῖχος				TEI/XH	TEI=XOS
2	1	A1A	APN	18179	ὀχυρά	ὀχυρα	οχυρα	ὀχυρός			,	O)XURA/	O)XURO/S
2	1	C		4	καὶ	και	και	καί				KAI\	KAI/
2	1	D		9	οὐκ	οὐκ	ουκ	οὐ				OU)K	OU)
2	1	VAI	AAI2S	633473	ἐκώλυσας	ἐκωλυσας	εκωλυσας	κωλύω			.	E)KW/LUSAS	KWLU/W
2	2	VZI	AAI3P	895617	ἀνέβησαν	ἀνεβησαν	ανεβησαν	ἀναβαίνω				A)NE/BHSAN	BAI/NW           A)NA
2	2	P		8	ἐπὶ	ἐπι	επι	ἐπί				E)PI\	E)PI/
2	2	RA	ASN	10	τὸ	το	το	ὁ				TO\	O(
2	2	N2N	ASN	17666	θυσιαστήριόν	θυσιαστηριον	θυσιαστηριον	θυσιαστήριον				QUSIASTH/RIO/N	QUSIASTH/RION
2	2	RP	GS	13	σου	σου	σου	σοῦ				SOU	SU/
2	2	N3E	APN	18178	ἔθνη	ἐθνη	εθνη	ἔθνος				E)/QNH	E)/QNOS
2	2	A1A	APN	18179	ἀλλότρια	ἀλλοτρια	αλλοτρια	ἀλλότριος			,	A)LLO/TRIA	A)LLO/TRIOS
2	2	VAI	AAI3P	895617	κατεπατοῦσαν	κατεπατουσαν	κατεπατουσαν	καταπατέω				KATEPATOU=SAN	A)PATE/W         KATA
2	2	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
2	2	N3M	DPN	18306	ὑποδήμασιν	ὑποδημασιν	υποδημασιν	ὑπόδημα				U(PODH/MASIN	U(PO/DHMA
2	2	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
2	2	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
2	2	N1A	DSF	13698	ὑπερηφανίᾳ	ὑπερηφανια	υπερηφανια	ὑπερηφανία			,	U(PERHFANI/A|	U(PERHFANI/A
2	3	P		8	ἀνθ	ἀνθ	ανθ	ἀντί				A)NQ'	A)NTI/
2	3	RR	GPM	14	ὧν	ὡν	ων	ὅς				W(=N	O(/S
2	3	RA	NPM	10	οἱ	οἱ	οι	ὁ				OI(	O(
2	3	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός				UI(OI\	UI(O/S
2	3	N	GS	5442	Ιερουσαλημ	ιερουσαλημ	ιερουσαλημ	Ἱερουσαλήμ				*IEROUSALHM	*I)EROUSALH/M
2	3	VAI	AAI3P	895617	ἐμίαναν	ἐμιαναν	εμιαναν	μιαίνω				E)MI/ANAN	MIAI/NW
2	3	RA	APN	10	τὰ	τα	τα	ὁ				TA\	O(
2	3	A1A	APN	18179	ἅγια	ἁγια	αγια	ἅγιος				A(/GIA	A(/GIOS
2	3	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος			,	KURI/OU	KU/RIOS
2	3	VAI	AAI3P	895617	ἐβεβηλοῦσαν	ἐβεβηλουσαν	εβεβηλουσαν	βεβηλόω				E)BEBHLOU=SAN	BEBHLO/W
2	3	RA	APN	10	τὰ	τα	τα	ὁ				TA\	O(
2	3	N2N	APN	18178	δῶρα	δωρα	δωρα	δῶρον				DW=RA	DW=RON
2	3	RA	GSM	10	τοῦ	του	του	ὁ				TOU=	O(
2	3	N2	GSM	9538	θεοῦ	θεου	θεου	θεός				QEOU=	QEO/S
2	3	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
2	3	N1A	DPF	14210	ἀνομίαις	ἀνομιαις	ανομιαις	ἀνομία			.	A)NOMI/AIS	A)NOMI/A
2	4	P		8	ἕνεκεν	ἑνεκεν	ενεκεν	ἕνεκα				E(/NEKEN	E(/NEKEN
2	4	RD	GPM	11	τούτων	τουτων	τουτων	οὗτος				TOU/TWN	OU(=TOS
2	4	VBI	AAI3S	633473	εἶπεν	εἰπεν	ειπεν	ἔπω				EI)=PEN	EI)=PON
2	4	VA	AAI2P	895617	Ἀπορρίψατε	ἀπορριψατε	απορριψατε	ἀπορρίπτω				A)PORRI/YATE	R(I/PTW          A)PO
2	4	RD	APN	11	αὐτὰ	αὐτα	αυτα	αὐτός				AU)TA\	AU)TO/S
2	4	A1A	ASF	13571	μακρὰν	μακραν	μακραν	μακρός				MAKRA\N	MAKRO/S
2	4	P		8	ἀπ	ἀπ	απ	ἀπό				A)P'	A)PO/
2	4	RP	GS	13	ἐμοῦ	ἐμου	εμου	ἐμοῦ			,	E)MOU=	E)GW/
2	4	D		9	οὐκ	οὐκ	ουκ	οὐ				OU)K	OU)
2	4	V2	PAI1S	599169	εὐδοκῶ	εὐδοκω	ευδοκω	εὐδοκέω				EU)DOKW=	EU)DOKE/W
2	4	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
2	4	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός			.	AU)TOI=S	AU)TO/S
2	5	RA	ASN	10	τὸ	το	το	ὁ				TO\	O(
2	5	N3E	ASN	17666	κάλλος	καλλος	καλλος	κάλλος				KA/LLOS	KA/LLOS
2	5	RA	GSF	10	τῆς	της	της	ὁ				TH=S	O(
2	5	N1S	GSF	13634	δόξης	δοξης	δοξης	δόξα				DO/CHS	DO/CA
2	5	RD	GSF	11	αὐτῆς	αὐτης	αυτης	αὐτός				AU)TH=S	AU)TO/S
2	5	VD	API3S	641665	ἐξουθενώθη	ἐξουθενωθη	εξουθενωθη	ἐξουθενόω				E)COUQENW/QH	OU)QENO/W        E)K
2	5	A1B	ASM	9475	ἐνώπιον	ἐνωπιον	ενωπιον	ἐνώπιος				E)NW/PION	E)NW/PION
2	5	RA	GSM	10	τοῦ	του	του	ὁ				TOU=	O(
2	5	N2	GSM	9538	θεοῦ	θεου	θεου	θεός			,	QEOU=	QEO/S
2	5	VD	API3S	641665	ἠτιμώθη	ἠτιμωθη	ητιμωθη	ἀτιμόω				H)TIMW/QH	A)TIMO/W
2	5	C		4	ἕως	ἑως	εως	ἕως				E(/WS	E(/WS
2	5	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
2	5	N3E	ASN	17666	τέλος	τελος	τελος	τέλος			.	TE/LOS	TE/LOS
2	6	RA	NPM	10	οἱ	οἱ	οι	ὁ				OI(	O(
2	6	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός				UI(OI\	UI(O/S
2	6	C		4	καὶ	και	και	καί				KAI\	KAI/
2	6	RA	NPF	10	αἱ	αἱ	αι	ὁ				AI(	O(
2	6	N3	NPF	13954	θυγατέρες	θυγατερες	θυγατερες	θυγάτηρ				QUGATE/RES	QUGA/THR
2	6	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
2	6	N1A	DSF	13698	αἰχμαλωσίᾳ	αἰχμαλωσια	αιχμαλωσια	αἰχμαλωσία				AI)XMALWSI/A|	AI)XMALWSI/A
2	6	A1A	DSF	13699	πονηρᾷ	πονηρα	πονηρα	πονηρός			,	PONHRA=|	PONHRO/S
2	6	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
2	6	N3D	DSF	13698	σφραγῖδι	σφραγιδι	σφραγιδι	σφραγίς				SFRAGI=DI	SFRAGI/S
2	6	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
2	6	N2	NSM	9346	τράχηλος	τραχηλος	τραχηλος	τράχηλος				TRA/XHLOS	TRA/XHLOS
2	6	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός			,	AU)TW=N	AU)TO/S
2	6	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
2	6	A1B	DSM	9603	ἐπισήμῳ	ἐπισημω	επισημω	ἐπίσημος				E)PISH/MW|	E)PI/SHMOS
2	6	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
2	6	RA	DPN	10	τοῖς	τοις	τοις	ὁ				TOI=S	O(
2	6	N3E	DPN	18306	ἔθνεσιν	ἐθνεσιν	εθνεσιν	ἔθνος			.	E)/QNESIN	E)/QNOS
2	7	P		8	Κατὰ	κατα	κατα	κατά				KATA\	KATA/
2	7	RA	APF	10	τὰς	τας	τας	ὁ				TA\S	O(
2	7	N1A	GSF	13634	ἁμαρτίας	ἁμαρτιας	αμαρτιας	ἁμαρτία				A(MARTI/AS	A(MARTI/A
2	7	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
2	7	VAI	AAI3S	633473	ἐποίησεν	ἐποιησεν	εποιησεν	ποιέω				E)POI/HSEN	POIE/W
2	7	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός			,	AU)TOI=S	AU)TO/S
2	7	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
2	7	VBI	AAI3S	633473	ἐγκατέλιπεν	ἐγκατελιπεν	εγκατελιπεν	ἐγκαταλείπω				E)GKATE/LIPEN	LEI/PW           E)N   KATA
2	7	RD	APM	11	αὐτοὺς	αὐτους	αυτους	αὐτός				AU)TOU\S	AU)TO/S
2	7	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
2	7	N3	APF	14082	χεῖρας	χειρας	χειρας	χείρ				XEI=RAS	XEI/R
2	7	V1	PAPGPM	5154241	κατισχυόντων	κατισχυοντων	κατισχυοντων	κατισχύω			.	KATISXUO/NTWN	I)SXU/W          KATA
2	8	VAI	AAI3S	633473	ἀπέστρεψεν	ἀπεστρεψεν	απεστρεψεν	ἀποστρέφω				A)PE/STREYEN	STRE/FW          A)PO
2	8	X		5	γὰρ	γαρ	γαρ	γάρ				GA\R	GA/R
2	8	RA	ASN	10	τὸ	το	το	ὁ				TO\	O(
2	8	N2N	ASN	17666	πρόσωπον	προσωπον	προσωπον	πρόσωπον				PRO/SWPON	PRO/SWPON
2	8	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός				AU)TOU=	AU)TO/S
2	8	P		8	ἀπὸ	ἀπο	απο	ἀπό				A)PO\	A)PO/
2	8	N3E	GSN	17730	ἐλέους	ἐλεους	ελεους	ἔλεος				E)LE/OUS	E)/LEOS
2	8	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός			,	AU)TW=N	AU)TO/S
2	8	A1A	ASM	9475	νέον	νεον	νεον	νέος				NE/ON	NE/OS
2	8	C		4	καὶ	και	και	καί				KAI\	KAI/
2	8	N1M	ASM	9474	πρεσβύτην	πρεσβυτην	πρεσβυτην	πρεσβύτης				PRESBU/THN	PRESBU/THS
2	8	C		4	καὶ	και	και	καί				KAI\	KAI/
2	8	N2N	APN	18178	τέκνα	τεκνα	τεκνα	τέκνον				TE/KNA	TE/KNON
2	8	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
2	8	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
2	8	D		9	ἅπαξ	ἁπαξ	απαξ	ἅπαξ			,	A(/PAC	A(/PAC
2	8	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
2	8	A1A	APN	18179	πονηρὰ	πονηρα	πονηρα	πονηρός				PONHRA\	PONHRO/S
2	8	VAI	AAI3P	895617	ἐποίησαν	ἐποιησαν	εποιησαν	ποιέω				E)POI/HSAN	POIE/W
2	8	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
2	8	D		9	ἅπαξ	ἁπαξ	απαξ	ἅπαξ				A(/PAC	A(/PAC
2	8	RA	GSM	10	τοῦ	του	του	ὁ				TOU=	O(
2	8	D		9	μὴ	μη	μη	μή				MH\	MH/
2	8	V1	PAN	304513	ἀκούειν	ἀκουειν	ακουειν	ἀκούω			.	A)KOU/EIN	A)KOU/W
2	9	C		4	καὶ	και	και	καί				KAI\	KAI/
2	9	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
2	9	N2	NSM	9346	οὐρανὸς	οὐρανος	ουρανος	οὐρανός				OU)RANO\S	OU)RANO/S
2	9	VAI	AAI3S	633473	ἐβαρυθύμησεν	ἐβαρυθυμησεν	εβαρυθυμησεν	βαρυθυμέω			,	E)BARUQU/MHSEN	BARUQUME/W
2	9	C		4	καὶ	και	και	καί				KAI\	KAI/
2	9	RA	NSF	10	ἡ	ἡ	η	ὁ				H(	O(
2	9	N1	NSF	13442	γῆ	γη	γη	γῆ				GH=	GH=
2	9	VAI	AMI3S	637569	ἐβδελύξατο	ἐβδελυξατο	εβδελυξατο	βδελύσσω				E)BDELU/CATO	BDELU/SSW
2	9	RD	APM	11	αὐτούς	αὐτους	αυτους	αὐτός			,	AU)TOU/S	AU)TO/S
2	9	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
2	9	D		9	οὐκ	οὐκ	ουκ	οὐ				OU)K	OU)
2	9	VAI	AAI3S	633473	ἐποίησε	ἐποιησε	εποιησε	ποιέω				E)POI/HSE	POIE/W
2	9	A3	NSM	9347	πᾶς	πας	πας	πᾶς				PA=S	PA=S
2	9	N2	NSM	9346	ἄνθρωπος	ἀνθρωπος	ανθρωπος	ἄνθρωπος				A)/NQRWPOS	A)/NQRWPOS
2	9	P		8	ἐπ	ἐπ	επ	ἐπί				E)P'	E)PI/
2	9	RD	GSF	11	αὐτῆς	αὐτης	αυτης	αὐτός				AU)TH=S	AU)TO/S
2	9	A1	APN	18179	ὅσα	ὁσα	οσα	ὅσος				O(/SA	O(/SOS
2	9	VAI	AAI3P	895617	ἐποίησαν	ἐποιησαν	εποιησαν	ποιέω			.	E)POI/HSAN	POIE/W
2	10	C		4	καὶ	και	και	καί				KAI\	KAI/
2	10	VF	FMI3S	637057	γνώσεται	γνωσεται	γνωσεται	γινώσκω				GNW/SETAI	GIGNW/SKW
2	10	RA	NSF	10	ἡ	ἡ	η	ὁ				H(	O(
2	10	N1	NSF	13442	γῆ	γη	γη	γῆ				GH=	GH=
2	10	RA	APN	10	τὰ	τα	τα	ὁ				TA\	O(
2	10	N3M	APN	18178	κρίματά	κριματα	κριματα	κρίμα				KRI/MATA/	KRI/MA
2	10	RP	GS	13	σου	σου	σου	σοῦ				SOU	SU/
2	10	A3	ASM	9475	πάντα	παντα	παντα	πᾶς				PA/NTA	PA=S
2	10	RA	APN	10	τὰ	τα	τα	ὁ				TA\	O(
2	10	A1A	APN	18179	δίκαια	δικαια	δικαια	δίκαιος			,	DI/KAIA	DI/KAIOS
2	10	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
2	10	N2	NSM	9346	θεός	θεος	θεος	θεός			.	QEO/S	QEO/S
2	11	VHI	AAI3P	895617	Ἔστησαν	ἐστησαν	εστησαν	ἵστημι				E)/STHSAN	I(/STHMI
2	11	RA	APM	10	τοὺς	τους	τους	ὁ				TOU\S	O(
2	11	N2	APM	9986	υἱοὺς	υἱους	υιους	υἱός				UI(OU\S	UI(O/S
2	11	N	GS	5442	Ιερουσαλημ	ιερουσαλημ	ιερουσαλημ	Ἱερουσαλήμ				*IEROUSALHM	*I)EROUSALH/M
2	11	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
2	11	N2	ASM	9474	ἐμπαιγμὸν	ἐμπαιγμον	εμπαιγμον	ἐμπαιγμός				E)MPAIGMO\N	E)MPAIGMO/S
2	11	P		8	ἀντὶ	ἀντι	αντι	ἀντί				A)NTI\	A)NTI/
2	11	N1	GPF	14146	πορνῶν	πορνων	πορνων	πόρνη				PORNW=N	PO/RNH
2	11	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
2	11	RD	DSF	11	αὐτῇ	αὐτη	αυτη	αὐτός			·	AU)TH=|	AU)TO/S
2	11	A3	NSM	9347	πᾶς	πας	πας	πᾶς				PA=S	PA=S
2	11	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
2	11	V1	PMPNSM	4797889	παραπορευόμενος	παραπορευομενος	παραπορευομενος	παραπορεύομαι				PARAPOREUO/MENOS	POREU/OMAI       PARA
2	11	V1I	IMI3S	636545	εἰσεπορεύετο	εἰσεπορευετο	εισεπορευετο	εἰσπορεύομαι				EI)SEPOREU/ETO	POREU/OMAI       EI)S
2	11	D		9	κατέναντι	κατεναντι	κατεναντι	κατέναντι				KATE/NANTI	KATE/NANTI
2	11	RA	GSM	10	τοῦ	του	του	ὁ				TOU=	O(
