1	1	N3M	NPN	18050	Ῥήματα	ῥηματα	ρηματα	ῥῆμα				R(H/MATA	R(H=MA
1	4	V1	PMI3S	636033	πορεύεται	πορευεται	πορευεται	πορεύομαι				POREU/ETAI	POREU/OMAI
1	4	C		4	καὶ	και	και	καί				KAI\	KAI/
1	4	N1A	NSF	13442	γενεὰ	γενεα	γενεα	γενεά				GENEA\	GENEA/
1	4	V1	PMI3S	636033	ἔρχεται	ἐρχεται	ερχεται	ἔρχομαι			,	E)/RXETAI	E)/RXOMAI
1	4	C		4	καὶ	και	και	καί				KAI\	KAI/
1	4	RA	NSF	10	ἡ	ἡ	η	ὁ				H(	O(
1	4	N1	NSF	13442	γῆ	γη	γη	γῆ				GH=	GH=
1	4	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	4	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
1	4	N3W	ASM	9474	αἰῶνα	αἰωνα	αιωνα	αἰών				AI)W=NA	AI)W/N
1	4	VXI	XAI3S	633985	ἕστηκεν	ἑστηκεν	εστηκεν	ἵστημι			.	E(/STHKEN	I(/STHMI
1	5	C		4	καὶ	και	και	καί				KAI\	KAI/
1	5	V1	PAI3S	631937	ἀνατέλλει	ἀνατελλει	ανατελλει	ἀνατέλλω				A)NATE/LLEI	TE/LLW           A)NA
1	5	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	5	N2	NSM	9346	ἥλιος	ἡλιος	ηλιος	ἥλιος				H(/LIOS	H(/LIOS
1	5	C		4	καὶ	και	και	καί				KAI\	KAI/
1	5	V1	PAI3S	631937	δύνει	δυνει	δυνει	δύνω				DU/NEI	DU/W
1	5	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	5	N2	NSM	9346	ἥλιος	ἡλιος	ηλιος	ἥλιος				H(/LIOS	H(/LIOS
1	5	C		4	καὶ	και	και	καί				KAI\	KAI/
1	5	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	5	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
1	5	N2	ASM	9474	τόπον	τοπον	τοπον	τόπος				TO/PON	TO/POS
1	5	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός				AU)TOU=	AU)TO/S
1	5	V1	PAI3S	631937	ἕλκει	ἑλκει	ελκει	ἑλκύω			·	E(/LKEI	E(/LKW
1	6	V1	PAPNSM	4793793	ἀνατέλλων	ἀνατελλων	ανατελλων	ἀνατέλλω				A)NATE/LLWN	TE/LLW           A)NA
1	6	RD	NSM	11	αὐτὸς	αὐτος	αυτος	αὐτός				AU)TO\S	AU)TO/S
1	6	D		9	ἐκεῖ	ἐκει	εκει	ἐκεῖ				E)KEI=	E)KEI=
1	6	V1	PMI3S	636033	πορεύεται	πορευεται	πορευεται	πορεύομαι				POREU/ETAI	POREU/OMAI
1	6	P		8	πρὸς	προς	προς	πρός				PRO\S	PRO/S
1	6	N2	ASM	9474	νότον	νοτον	νοτον	νότος				NO/TON	NO/TOS
1	6	C		4	καὶ	και	και	καί				KAI\	KAI/
1	6	V4	PAI3S	631937	κυκλοῖ	κυκλοι	κυκλοι	κυκλόω				KUKLOI=	KUKLO/W
1	6	P		8	πρὸς	προς	προς	πρός				PRO\S	PRO/S
1	6	N1T	ASM	9474	βορρᾶν	βορραν	βορραν	βορρᾶς			·	BORRA=N	BORE/AS
1	6	V4	PAI3S	631937	κυκλοῖ	κυκλοι	κυκλοι	κυκλόω				KUKLOI=	KUKLO/W
1	6	N2	GPM	10050	κυκλῶν	κυκλων	κυκλων	κύκλος			,	KUKLW=N	KU/KLOS
1	6	V1	PMI3S	636033	πορεύεται	πορευεται	πορευεται	πορεύομαι				POREU/ETAI	POREU/OMAI
1	6	RA	NSN	10	τὸ	το	το	ὁ				TO\	O(
1	6	N3M	NSN	17538	πνεῦμα	πνευμα	πνευμα	πνεῦμα			,	PNEU=MA	PNEU=MA
1	6	C		4	καὶ	και	και	καί				KAI\	KAI/
1	6	P		8	ἐπὶ	ἐπι	επι	ἐπί				E)PI\	E)PI/
1	6	N2	APM	9986	κύκλους	κυκλους	κυκλους	κύκλος				KU/KLOUS	KU/KLOS
1	6	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός				AU)TOU=	AU)TO/S
1	6	V1	PAI3S	631937	ἐπιστρέφει	ἐπιστρεφει	επιστρεφει	ἐπιστρέφω				E)PISTRE/FEI	STRE/FW          E)PI
1	6	RA	NSN	10	τὸ	το	το	ὁ				TO\	O(
1	6	N3M	NSN	17538	πνεῦμα	πνευμα	πνευμα	πνεῦμα			.	PNEU=MA	PNEU=MA
1	7	A3	NPM	9859	πάντες	παντες	παντες	πᾶς				PA/NTES	PA=S
1	7	RA	NPM	10	οἱ	οἱ	οι	ὁ				OI(	O(
1	7	N2	NPM	9858	χείμαρροι	χειμαρροι	χειμαρροι	χειμάρρους			,	XEI/MARROI	XEIMA/RROUS
1	7	V1	PMI3P	898177	πορεύονται	πορευονται	πορευονται	πορεύομαι				POREU/ONTAI	POREU/OMAI
1	7	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	7	RA	ASF	10	τὴν	την	την	ὁ				TH\N	O(
1	7	N1S	ASF	13570	θάλασσαν	θαλασσαν	θαλασσαν	θάλασσα			,	QA/LASSAN	QA/LASSA
1	7	C		4	καὶ	και	και	καί				KAI\	KAI/
1	7	RA	NSF	10	ἡ	ἡ	η	ὁ				H(	O(
1	7	N1S	NSF	13442	θάλασσα	θαλασσα	θαλασσα	θάλασσα				QA/LASSA	QA/LASSA
1	7	D		9	οὐκ	οὐκ	ουκ	οὐ				OU)K	OU)
1	7	VF	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί				E)/STAI	EI)MI/
1	7	V6	PMPNSF	6895041	ἐμπιμπλαμένη	ἐμπιμπλαμενη	εμπιμπλαμενη	ἐμπίπλημι			·	E)MPIMPLAME/NH	PI/MPLHMI        E)N
1	7	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	7	N2	ASM	9474	τόπον	τοπον	τοπον	τόπος			,	TO/PON	TO/POS
1	7	RR	GSM	14	οὗ	οὑ	ου	ὅς				OU(=	O(/S
1	7	RA	NPM	10	οἱ	οἱ	οι	ὁ				OI(	O(
1	7	N2	NPM	9858	χείμαρροι	χειμαρροι	χειμαρροι	χειμάρρους				XEI/MARROI	XEIMA/RROUS
1	7	V1	PMI3P	898177	πορεύονται	πορευονται	πορευονται	πορεύομαι			,	POREU/ONTAI	POREU/OMAI
1	7	D		9	ἐκεῖ	ἐκει	εκει	ἐκεῖ				E)KEI=	E)KEI=
1	7	RD	NPM	11	αὐτοὶ	αὐτοι	αυτοι	αὐτός				AU)TOI\	AU)TO/S
1	7	V1	PAI3P	894081	ἐπιστρέφουσιν	ἐπιστρεφουσιν	επιστρεφουσιν	ἐπιστρέφω				E)PISTRE/FOUSIN	STRE/FW          E)PI
1	7	RA	GSN	10	τοῦ	του	του	ὁ				TOU=	O(
1	7	VC	APN	314241	πορευθῆναι	πορευθηναι	πορευθηναι	πορεύομαι			.	POREUQH=NAI	POREU/OMAI
1	8	A3	NPM	9859	πάντες	παντες	παντες	πᾶς				PA/NTES	PA=S
1	8	RA	NPM	10	οἱ	οἱ	οι	ὁ				OI(	O(
1	8	N2	NPM	9858	λόγοι	λογοι	λογοι	λόγος				LO/GOI	LO/GOS
1	8	A1B	NPM	9859	ἔγκοποι	ἐγκοποι	εγκοποι	ἔγκοπος			·	E)/GKOPOI	E)/GKOPOS
1	8	D		9	οὐ	οὐ	ου	οὐ				OU)	OU)
1	8	VF	FMI3S	637057	δυνήσεται	δυνησεται	δυνησεται	δύναμαι				DUNH/SETAI	DU/NAMAI
1	8	N3	NSM	9346	ἀνὴρ	ἀνηρ	ανηρ	ἀνήρ				A)NH\R	A)NH/R
1	8	RA	GSN	10	τοῦ	του	του	ὁ				TOU=	O(
1	8	V2	PAN	304513	λαλεῖν	λαλειν	λαλειν	λαλέω			,	LALEI=N	LALE/W
1	8	C		4	καὶ	και	και	καί				KAI\	KAI/
1	8	D		9	οὐκ	οὐκ	ουκ	οὐ				OU)K	OU)
1	8	VS	FPI3S	641153	ἐμπλησθήσεται	ἐμπλησθησεται	εμπλησθησεται	ἐμπίπλημι				E)MPLHSQH/SETAI	PI/MPLHMI        E)N
1	8	N2	NSM	9346	ὀφθαλμὸς	ὀφθαλμος	οφθαλμος	ὀφθαλμός				O)FQALMO\S	O)FQALMO/S
1	8	RA	GSN	10	τοῦ	του	του	ὁ				TOU=	O(
1	8	V3	PAN	304513	ὁρᾶν	ὁραν	οραν	ὁράω			,	O(RA=N	O(RA/W
1	8	C		4	καὶ	και	και	καί				KAI\	KAI/
1	8	D		9	οὐ	οὐ	ου	οὐ				OU)	OU)
1	8	VC	FPI3S	641153	πληρωθήσεται	πληρωθησεται	πληρωθησεται	πληρόω				PLHRWQH/SETAI	PLHRO/W
1	8	N3	NSN	17538	οὖς	οὐς	ους	οὖς				OU)=S	OU)=S
1	8	P		8	ἀπὸ	ἀπο	απο	ἀπό				A)PO\	A)PO/
1	8	N3I	GSF	13634	ἀκροάσεως	ἀκροασεως	ακροασεως	ἀκρόασις			.	A)KROA/SEWS	A)KRO/ASIS
1	9	RI	NSN	12	τί	τι	τι	τίς				TI/	TI/S
1	9	RA	NSN	10	τὸ	το	το	ὁ				TO\	O(
1	9	VX	XAPNSN	8990145	γεγονός	γεγονος	γεγονος	γίνομαι			,	GEGONO/S	GI/GNOMAI
1	9	RD	NSN	11	αὐτὸ	αὐτο	αυτο	αὐτός				AU)TO\	AU)TO/S
1	9	RA	NSN	10	τὸ	το	το	ὁ				TO\	O(
1	9	VF	FMPNSN	8993217	γενησόμενον	γενησομενον	γενησομενον	γίνομαι			·	GENHSO/MENON	GI/GNOMAI
1	9	C		4	καὶ	και	και	καί				KAI\	KAI/
1	9	RI	NSN	12	τί	τι	τι	τίς				TI/	TI/S
1	9	RA	NSN	10	τὸ	το	το	ὁ				TO\	O(
1	9	VM	XPPNSN	8998337	πεποιημένον	πεποιημενον	πεποιημενον	ποιέω			,	PEPOIHME/NON	POIE/W
1	9	RD	NSN	11	αὐτὸ	αὐτο	αυτο	αὐτός				AU)TO\	AU)TO/S
1	9	RA	NSN	10	τὸ	το	το	ὁ				TO\	O(
1	9	VC	FPPNSN	8997313	ποιηθησόμενον	ποιηθησομενον	ποιηθησομενον	ποιέω			·	POIHQHSO/MENON	POIE/W
1	9	C		4	καὶ	και	και	καί				KAI\	KAI/
1	9	D		9	οὐκ	οὐκ	ουκ	οὐ				OU)K	OU)
1	9	V9	PAI3S	631937	ἔστιν	ἐστιν	εστιν	εἰμί				E)/STIN	EI)MI/
1	9	A3	NSN	17539	πᾶν	παν	παν	πᾶς				PA=N	PA=S
1	9	A1B	NSN	17539	πρόσφατον	προσφατον	προσφατον	πρόσφατος				PRO/SFATON	PRO/SFATOS
1	9	P		8	ὑπὸ	ὑπο	υπο	ὑπό				U(PO\	U(PO/
1	9	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
1	9	N2	ASM	9474	ἥλιον	ἡλιον	ηλιον	ἥλιος			.	H(/LION	H(/LIOS
1	10	RR	NSM	14	ὃς	ὁς	ος	ὅς				O(\S	O(/S
1	10	VF	FAI3S	632961	λαλήσει	λαλησει	λαλησει	λαλέω				LALH/SEI	LALE/W
1	10	C		4	καὶ	και	και	καί				KAI\	KAI/
1	10	VF2	FAI3S	632961	ἐρεῖ	ἐρει	ερει	ἐρέω				E)REI=	EI)=PON
1	10	VB	AAD2S	633537	Ἰδὲ	ἰδε	ιδε	ὁράω				I)DE\	O(RA/W
1	10	RD	NSN	11	τοῦτο	τουτο	τουτο	οὗτος				TOU=TO	OU(=TOS
1	10	A1	NSN	17539	καινόν	καινον	καινον	καινός				KAINO/N	KAINO/S
1	10	V9	PAI3S	631937	ἐστιν	ἐστιν	εστιν	εἰμί			,	E)STIN	EI)MI/
1	10	D		9	ἤδη	ἠδη	ηδη	ἤδη				H)/DH	H)/DH
1	10	VX	XAI3S	633985	γέγονεν	γεγονεν	γεγονεν	γίνομαι				GE/GONEN	GI/GNOMAI
1	10	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	10	RA	DPM	10	τοῖς	τοις	τοις	ὁ				TOI=S	O(
1	10	N3W	DPM	10114	αἰῶσιν	αἰωσιν	αιωσιν	αἰών				AI)W=SIN	AI)W/N
1	10	RA	DPM	10	τοῖς	τοις	τοις	ὁ				TOI=S	O(
1	10	VB	AMPDPM	5192641	γενομένοις	γενομενοις	γενομενοις	γίνομαι				GENOME/NOIS	GI/GNOMAI
1	10	P		8	ἀπὸ	ἀπο	απο	ἀπό				A)PO\	A)PO/
1	10	P		8	ἔμπροσθεν	ἐμπροσθεν	εμπροσθεν	ἔμπροσθεν				E)/MPROSQEN	E)/MPROSQEN
1	10	RP	GP	13	ἡμῶν	ἡμων	ημων	ἡμῶν			.	H(MW=N	E)GW/
1	11	D		9	οὐκ	οὐκ	ουκ	οὐ				OU)K	OU)
1	11	V9	PAI3S	631937	ἔστιν	ἐστιν	εστιν	εἰμί				E)/STIN	EI)MI/
1	11	N1	NSF	13442	μνήμη	μνημη	μνημη	μνήμη				MNH/MH	MNH/MH
1	11	RA	DPM	10	τοῖς	τοις	τοις	ὁ				TOI=S	O(
1	11	A1	DPMS	75651	πρώτοις	πρωτοις	πρωτοις	πρῶτος			,	PRW/TOIS	PRW=TOS
1	11	C		4	καί	και	και	καί				KAI/	KAI/
1	11	X		5	γε	γε	γε	γέ				GE	GE/
1	11	RA	DPM	10	τοῖς	τοις	τοις	ὁ				TOI=S	O(
1	11	A1	DPM	10115	ἐσχάτοις	ἐσχατοις	εσχατοις	ἔσχατος				E)SXA/TOIS	E)/SXATOS
1	11	VB	AMPDPM	5192641	γενομένοις	γενομενοις	γενομενοις	γίνομαι				GENOME/NOIS	GI/GNOMAI
1	11	D		9	οὐκ	οὐκ	ουκ	οὐ				OU)K	OU)
1	11	VF	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί				E)/STAI	EI)MI/
1	11	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός				AU)TOI=S	AU)TO/S
1	11	N1	NSF	13442	μνήμη	μνημη	μνημη	μνήμη				MNH/MH	MNH/MH
1	11	P		8	μετὰ	μετα	μετα	μετά				META\	META/
1	11	RA	GPN	10	τῶν	των	των	ὁ				TW=N	O(
1	11	VF	FMPGPN	9353665	γενησομένων	γενησομενων	γενησομενων	γίνομαι				GENHSOME/NWN	GI/GNOMAI
1	11	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	11	RA	ASF	10	τὴν	την	την	ὁ				TH\N	O(
1	11	A1	ASF	13571	ἐσχάτην	ἐσχατην	εσχατην	ἔσχατος			.	E)SXA/THN	E)/SXATOS
1	12	RP	NS	13	Ἐγὼ	ἐγω	εγω	ἐγώ				E)GW\	E)GW/
1	12	N1M	NSM	9346	Ἐκκλησιαστὴς	ἐκκλησιαστης	εκκλησιαστης	Ἐκκλησιαστής				*E)KKLHSIASTH\S	*E)KKLHSIASTH/S
1	12	VBI	AMI1S	604801	ἐγενόμην	ἐγενομην	εγενομην	γίνομαι				E)GENO/MHN	GI/GNOMAI
1	12	N3V	NSM	9346	βασιλεὺς	βασιλευς	βασιλευς	βασιλεύς				BASILEU\S	BASILEU/S
1	12	P		8	ἐπὶ	ἐπι	επι	ἐπί				E)PI\	E)PI/
1	12	N	ASM	9474	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ				*ISRAHL	*I)SRAH/L
1	12	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	12	N	DSF	13698	Ιερουσαλημ	ιερουσαλημ	ιερουσαλημ	Ἱερουσαλήμ			·	*IEROUSALHM	*I)EROUSALH/M
1	13	C		4	καὶ	και	και	καί				KAI\	KAI/
1	13	VAI	AAI1S	600705	ἔδωκα	ἐδωκα	εδωκα	δίδωμι				E)/DWKA	DI/DWMI
1	13	RA	ASF	10	τὴν	την	την	ὁ				TH\N	O(
1	13	N1A	ASF	13570	καρδίαν	καρδιαν	καρδιαν	καρδία				KARDI/AN	KARDI/A
1	13	RP	GS	13	μου	μου	μου	μου				MOU	E)GW/
1	13	RA	GSN	10	τοῦ	του	του	ὁ				TOU=	O(
1	13	VA	AAN	306049	ἐκζητῆσαι	ἐκζητησαι	εκζητησαι	ἐκζητέω				E)KZHTH=SAI	ZHTE/W           E)K
1	13	C		4	καὶ	και	και	καί				KAI\	KAI/
1	13	RA	GSN	10	τοῦ	του	του	ὁ				TOU=	O(
1	13	VA	AMN	310145	κατασκέψασθαι	κατασκεψασθαι	κατασκεψασθαι	κατασκέπτομαι				KATASKE/YASQAI	SKE/PTOMAI       KATA
1	13	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	13	RA	DSF	10	τῇ	τη	τη	ὁ				TH=|	O(
1	13	N1A	DSF	13698	σοφίᾳ	σοφια	σοφια	σοφία				SOFI/A|	SOFI/A
1	13	P		8	περὶ	περι	περι	περί				PERI\	PERI/
1	13	A3	GPM	10051	πάντων	παντων	παντων	πᾶς				PA/NTWN	PA=S
1	13	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	13	V1	PMPGPM	5158337	γινομένων	γινομενων	γινομενων	γίνομαι				GINOME/NWN	GI/GNOMAI
1	13	P		8	ὑπὸ	ὑπο	υπο	ὑπό				U(PO\	U(PO/
1	13	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
1	13	N2	ASM	9474	οὐρανόν	οὐρανον	ουρανον	οὐρανός			·	OU)RANO/N	OU)RANO/S
1	13	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
1	13	N2	ASM	9474	περισπασμὸν	περισπασμον	περισπασμον	περισπασμός				PERISPASMO\N	PERISPASMO/S
1	13	A1A	ASM	9475	πονηρὸν	πονηρον	πονηρον	πονηρός				PONHRO\N	PONHRO/S
1	13	VAI	AAI3S	633473	ἔδωκεν	ἐδωκεν	εδωκεν	δίδωμι				E)/DWKEN	DI/DWMI
1	13	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	13	N2	NSM	9346	θεὸς	θεος	θεος	θεός				QEO\S	QEO/S
1	13	RA	DPM	10	τοῖς	τοις	τοις	ὁ				TOI=S	O(
1	13	N2	DPM	10114	υἱοῖς	υἱοις	υιοις	υἱός				UI(OI=S	UI(O/S
1	13	RA	GSM	10	τοῦ	του	του	ὁ				TOU=	O(
1	13	N2	GSM	9538	ἀνθρώπου	ἀνθρωπου	ανθρωπου	ἄνθρωπος				A)NQRW/POU	A)/NQRWPOS
1	13	RA	GSN	10	τοῦ	του	του	ὁ				TOU=	O(
1	13	V3	PMN	308609	περισπᾶσθαι	περισπασθαι	περισπασθαι	περισπάω				PERISPA=SQAI	SPA/W            PERI
1	13	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	13	RD	DSM	11	αὐτῷ	αὐτω	αυτω	αὐτός			.	AU)TW=|	AU)TO/S
1	14	VBI	AAI1S	600705	εἶδον	εἰδον	ειδον	ὁράω				EI)=DON	O(RA/W
1	14	P		8	σὺν	συν	συν	σύν				SU\N	SU/N
1	14	A3	APN	18179	πάντα	παντα	παντα	πᾶς				PA/NTA	PA=S
1	14	RA	APN	10	τὰ	τα	τα	ὁ				TA\	O(
1	14	N3M	APN	18178	ποιήματα	ποιηματα	ποιηματα	ποίημα				POIH/MATA	POI/HMA
1	14	RA	APN	10	τὰ	τα	τα	ὁ				TA\	O(
1	14	VM	XMPAPN	9321921	πεποιημένα	πεποιημενα	πεποιημενα	ποιέω				PEPOIHME/NA	POIE/W
1	14	P		8	ὑπὸ	ὑπο	υπο	ὑπό				U(PO\	U(PO/
1	14	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
1	14	N2	ASM	9474	ἥλιον	ἡλιον	ηλιον	ἥλιος			,	H(/LION	H(/LIOS
1	14	C		4	καὶ	και	και	καί				KAI\	KAI/
1	14	I		6	ἰδοὺ	ἰδου	ιδου	ἰδού				I)DOU\	I)DOU/
1	14	RA	NPN	10	τὰ	τα	τα	ὁ				TA\	O(
1	14	A3	NPN	18051	πάντα	παντα	παντα	πᾶς				PA/NTA	PA=S
1	14	N3T	NSF	13442	ματαιότης	ματαιοτης	ματαιοτης	ματαιότης				MATAIO/THS	MATAIO/THS
1	14	C		4	καὶ	και	και	καί				KAI\	KAI/
1	14	N3I	NSF	13442	προαίρεσις	προαιρεσις	προαιρεσις	προαίρεσις				PROAI/RESIS	PROAI/RESIS
1	14	N3M	GSN	17730	πνεύματος	πνευματος	πνευματος	πνεῦμα			.	PNEU/MATOS	PNEU=MA
1	15	VP	XMPASM	4865473	διεστραμμένον	διεστραμμενον	διεστραμμενον	διαστρέφω				DIESTRAMME/NON	STRE/FW          DIA
1	15	D		9	οὐ	οὐ	ου	οὐ				OU)	OU)
1	15	VF	FMI3S	637057	δυνήσεται	δυνησεται	δυνησεται	δύναμαι				DUNH/SETAI	DU/NAMAI
1	15	RA	GSN	10	τοῦ	του	του	ὁ				TOU=	O(
1	15	VA	APN	314241	ἐπικοσμηθῆναι	ἐπικοσμηθηναι	επικοσμηθηναι	ἐπικοσμέω			,	E)PIKOSMHQH=NAI	KOSME/W          E)PI
1	15	C		4	καὶ	και	και	καί				KAI\	KAI/
1	15	N3M	NSN	17538	ὑστέρημα	ὑστερημα	υστερημα	ὑστέρημα				U(STE/RHMA	U(STE/RHMA
1	15	D		9	οὐ	οὐ	ου	οὐ				OU)	OU)
1	15	VF	FMI3S	637057	δυνήσεται	δυνησεται	δυνησεται	δύναμαι				DUNH/SETAI	DU/NAMAI
1	15	RA	GSN	10	τοῦ	του	του	ὁ				TOU=	O(
1	15	VC	APN	314241	ἀριθμηθῆναι	ἀριθμηθηναι	αριθμηθηναι	ἀριθμέω			.	A)RIQMHQH=NAI	A)RIQME/W
1	16	VAI	AAI1S	600705	ἐλάλησα	ἐλαλησα	ελαλησα	λαλέω				E)LA/LHSA	LALE/W
1	16	RP	NS	13	ἐγὼ	ἐγω	εγω	ἐγώ				E)GW\	E)GW/
1	16	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	16	N1A	DSF	13698	καρδίᾳ	καρδια	καρδια	καρδία				KARDI/A|	KARDI/A
1	16	RP	GS	13	μου	μου	μου	μου				MOU	E)GW/
1	16	RA	DSM	10	τῷ	τω	τω	ὁ				TW=|	O(
1	16	V1	PAN	304513	λέγειν	λεγειν	λεγειν	λέγω				LE/GEIN	LE/GW
1	16	RP	NS	13	Ἐγὼ	ἐγω	εγω	ἐγώ				E)GW\	E)GW/
1	16	I		6	ἰδοὺ	ἰδου	ιδου	ἰδού				I)DOU\	I)DOU/
1	16	VCI	API1S	608897	ἐμεγαλύνθην	ἐμεγαλυνθην	εμεγαλυνθην	μεγαλύνω				E)MEGALU/NQHN	MEGALU/NW
1	16	C		4	καὶ	και	και	καί				KAI\	KAI/
1	16	VAI	AAI1S	600705	προσέθηκα	προσεθηκα	προσεθηκα	προστίθημι				PROSE/QHKA	TI/QHMI          PROS
1	16	N1A	ASF	13570	σοφίαν	σοφιαν	σοφιαν	σοφία				SOFI/AN	SOFI/A
1	16	P		8	ἐπὶ	ἐπι	επι	ἐπί				E)PI\	E)PI/
1	16	A3	DPM	10115	πᾶσιν	πασιν	πασιν	πᾶς			,	PA=SIN	PA=S
1	16	RR	NPM	14	οἳ	οἱ	οι	ὅς				OI(\	O(/S
1	16	VBI	AMI3P	899713	ἐγένοντο	ἐγενοντο	εγενοντο	γίνομαι				E)GE/NONTO	GI/GNOMAI
1	16	P		8	ἔμπροσθέν	ἐμπροσθεν	εμπροσθεν	ἔμπροσθεν				E)/MPROSQE/N	E)/MPROSQEN
1	16	RP	GS	13	μου	μου	μου	μου				MOU	E)GW/
1	16	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	16	N	DSF	13698	Ιερουσαλημ	ιερουσαλημ	ιερουσαλημ	Ἱερουσαλήμ			,	*IEROUSALHM	*I)EROUSALH/M
