1	1	RD	NPM	11	Οὗτοι	οὑτοι	ουτοι	οὗτος				OU(=TOI	OU(=TOS
1	3	A1	DSN	17795	τεσσαρακοστῷ	τεσσαρακοστω	τεσσαρακοστω	τεσσαρακοστός				TESSARAKOSTW=|	TESSARAKOSTO/S
1	3	N3E	DSN	17794	ἔτει	ἐτει	ετει	ἔτος				E)/TEI	E)/TOS
1	3	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	3	RA	DSM	10	τῷ	τω	τω	ὁ				TW=|	O(
1	3	A1	DSM	9603	ἑνδεκάτῳ	ἑνδεκατω	ενδεκατω	ἑνδέκατος				E(NDEKA/TW|	E(NDE/KATOS
1	3	N3	DSM	9602	μηνὶ	μηνι	μηνι	μήν				MHNI\	MH/N
1	3	A1A	DSF	13699	μιᾷ	μια	μια	εἷς				MIA=|	EI(=S
1	3	RA	GSM	10	τοῦ	του	του	ὁ				TOU=	O(
1	3	N3	GSM	9538	μηνὸς	μηνος	μηνος	μήν				MHNO\S	MH/N
1	3	VAI	AAI3S	633473	ἐλάλησεν	ἐλαλησεν	ελαλησεν	λαλέω				E)LA/LHSEN	LALE/W
1	3	N1M	NSM	9346	Μωϋσῆς	μωϋσης	μωυσης	Μωσεύς				*MWUSH=S	*MWUSH=S
1	3	P		8	πρὸς	προς	προς	πρός				PRO\S	PRO/S
1	3	A3	APM	9987	πάντας	παντας	παντας	πᾶς				PA/NTAS	PA=S
1	3	N2	APM	9986	υἱοὺς	υἱους	υιους	υἱός				UI(OU\S	UI(O/S
1	3	N	GSM	9538	Ισραηλ	ισραηλ	ισραηλ	Ἰσραήλ				*ISRAHL	*I)SRAH/L
1	3	P		8	κατὰ	κατα	κατα	κατά				KATA\	KATA/
1	3	A3	APN	18179	πάντα	παντα	παντα	πᾶς			,	PA/NTA	PA=S
1	3	A1	APN	18179	ὅσα	ὁσα	οσα	ὅσος				O(/SA	O(/SOS
1	3	VAI	AMI3S	637569	ἐνετείλατο	ἐνετειλατο	ενετειλατο	ἐντέλλομαι				E)NETEI/LATO	TE/LLOMAI        E)N
1	3	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος				KU/RIOS	KU/RIOS
1	3	RD	DSM	11	αὐτῷ	αὐτω	αυτω	αὐτός				AU)TW=|	AU)TO/S
1	3	P		8	πρὸς	προς	προς	πρός				PRO\S	PRO/S
1	3	RD	APM	11	αὐτούς	αὐτους	αυτους	αὐτός			.	AU)TOU/S	AU)TO/S
1	4	P		8	μετὰ	μετα	μετα	μετά				META\	META/
1	4	RA	ASN	10	τὸ	το	το	ὁ				TO\	O(
1	4	VA	AAN	306049	πατάξαι	παταξαι	παταξαι	πατάσσω				PATA/CAI	PATA/SSW
1	4	N	ASM	9474	Σηων	σηων	σηων	Σηων				*SHWN	*SHWN
1	4	N3V	ASM	9474	βασιλέα	βασιλεα	βασιλεα	βασιλεύς				BASILE/A	BASILEU/S
1	4	N2	GPM	10050	Αμορραίων	αμορραιων	αμορραιων	Ἀμορραῖος				*AMORRAI/WN	*A)MORRAI=OS
1	4	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
1	4	VA	AAPASM	4860865	κατοικήσαντα	κατοικησαντα	κατοικησαντα	κατοικέω				KATOIKH/SANTA	OI)KE/W          KATA
1	4	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	4	N	DS	5506	Εσεβων	εσεβων	εσεβων	Εσεβων				*ESEBWN	*ESEBWN
1	4	C		4	καὶ	και	και	καί				KAI\	KAI/
1	4	N	ASM	9474	Ωγ	ωγ	ωγ	Ωγ				*WG	*WG
1	4	N3V	ASM	9474	βασιλέα	βασιλεα	βασιλεα	βασιλεύς				BASILE/A	BASILEU/S
1	4	RA	GSF	10	τῆς	της	της	ὁ				TH=S	O(
1	4	N	GS	5442	Βασαν	βασαν	βασαν	Βασαν				*BASAN	*BASAN
1	4	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
1	4	VA	AAPASM	4860865	κατοικήσαντα	κατοικησαντα	κατοικησαντα	κατοικέω				KATOIKH/SANTA	OI)KE/W          KATA
1	4	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	4	N	DS	5506	Ασταρωθ	ασταρωθ	ασταρωθ	Ασταρωθ				*ASTARWQ	*ASTARWQ
1	4	C		4	καὶ	και	και	καί				KAI\	KAI/
1	4	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	4	N	DS	5506	Εδραιν	εδραιν	εδραιν	Εδραϊν				*EDRAI+N	*EDRAI+N
1	5	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	5	RA	DSN	10	τῷ	τω	τω	ὁ				TW=|	O(
1	5	D		9	πέραν	περαν	περαν	πέραν				PE/RAN	PE/RAN
1	5	RA	GSM	10	τοῦ	του	του	ὁ				TOU=	O(
1	5	N1M	GSM	9538	Ιορδάνου	ιορδανου	ιορδανου	Ἰορδάνης				*IORDA/NOU	*I)ORDA/NHS
1	5	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	5	N1	DSF	13698	γῇ	γη	γη	γῆ				GH=|	GH=
1	5	N	GS	5442	Μωαβ	μωαβ	μωαβ	Μωαβ				*MWAB	*MWAB
1	5	VAI	AMI3S	637569	ἤρξατο	ἠρξατο	ηρξατο	ἄρχω				H)/RCATO	A)/RXW
1	5	N1M	NSM	9346	Μωϋσῆς	μωϋσης	μωυσης	Μωσεύς				*MWUSH=S	*MWUSH=S
1	5	VA	AAN	306049	διασαφῆσαι	διασαφησαι	διασαφησαι	διασαφέω				DIASAFH=SAI	SAFE/W           DIA
1	5	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
1	5	N2	ASM	9474	νόμον	νομον	νομον	νόμος				NO/MON	NO/MOS
1	5	RD	ASM	11	τοῦτον	τουτον	τουτον	οὗτος				TOU=TON	OU(=TOS
1	5	V1	PAPNSM	4793793	λέγων	λεγων	λεγων	λέγω				LE/GWN	LE/GW
1	6	N2	NSM	9346	Κύριος	κυριος	κυριος	κύριος				KU/RIOS	KU/RIOS
1	6	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	6	N2	NSM	9346	θεὸς	θεος	θεος	θεός				QEO\S	QEO/S
1	6	RP	GP	13	ἡμῶν	ἡμων	ημων	ἡμῶν				H(MW=N	E)GW/
1	6	VAI	AAI3S	633473	ἐλάλησεν	ἐλαλησεν	ελαλησεν	λαλέω				E)LA/LHSEN	LALE/W
1	6	RP	DP	13	ἡμῖν	ἡμιν	ημιν	ἡμῖν				H(MI=N	E)GW/
1	6	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	6	N	DSF	13698	Χωρηβ	χωρηβ	χωρηβ	Χωρηβ				*XWRHB	*XWRHB
1	6	V1	PAPNSM	4793793	λέγων	λεγων	λεγων	λέγω				LE/GWN	LE/GW
1	6	V4	PMD3S	636097	Ἱκανούσθω	ἱκανουσθω	ικανουσθω	ἱκανόω				I(KANOU/SQW	I(KANO/W
1	6	RP	DP	13	ὑμῖν	ὑμιν	υμιν	ὑμῖν				U(MI=N	SU/
1	6	V2	PAN	304513	κατοικεῖν	κατοικειν	κατοικειν	κατοικέω				KATOIKEI=N	OI)KE/W          KATA
1	6	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	6	RA	DSN	10	τῷ	τω	τω	ὁ				TW=|	O(
1	6	N3E	DSN	17794	ὄρει	ὀρει	ορει	ὄρος				O)/REI	O)/ROS
1	6	RD	DSN	11	τούτῳ	τουτω	τουτω	οὗτος			·	TOU/TW|	OU(=TOS
1	7	VD	APD2P	903873	ἐπιστράφητε	ἐπιστραφητε	επιστραφητε	ἐπιστρέφω				E)PISTRA/FHTE	STRE/FW          E)PI
1	7	C		4	καὶ	και	και	καί				KAI\	KAI/
1	7	VA	AAD2P	895681	ἀπάρατε	ἀπαρατε	απαρατε	ἀπαίρω				A)PA/RATE	AI)/RW           A)PO
1	7	RP	NP	13	ὑμεῖς	ὑμεις	υμεις	ὑμεῖς				U(MEI=S	SU/
1	7	C		4	καὶ	και	και	καί				KAI\	KAI/
1	7	V1	PMD2P	898241	εἰσπορεύεσθε	εἰσπορευεσθε	εισπορευεσθε	εἰσπορεύομαι				EI)SPOREU/ESQE	POREU/OMAI       EI)S
1	7	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	7	N3E	ASN	17666	ὄρος	ὀρος	ορος	ὄρος				O)/ROS	O)/ROS
1	7	N2	GPM	10050	Αμορραίων	αμορραιων	αμορραιων	Ἀμορραῖος				*AMORRAI/WN	*A)MORRAI=OS
1	7	C		4	καὶ	και	και	καί				KAI\	KAI/
1	7	P		8	πρὸς	προς	προς	πρός				PRO\S	PRO/S
1	7	A3	APM	9987	πάντας	παντας	παντας	πᾶς				PA/NTAS	PA=S
1	7	RA	APM	10	τοὺς	τους	τους	ὁ				TOU\S	O(
1	7	A1B	APM	9987	περιοίκους	περιοικους	περιοικους	περίοικος				PERIOI/KOUS	PERI/OIKOS
1	7	N	GSF	13634	Αραβα	αραβα	αραβα	Ἀραβά				*ARABA	*A)RABA/
1	7	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	7	N3E	ASN	17666	ὄρος	ὀρος	ορος	ὄρος				O)/ROS	O)/ROS
1	7	C		4	καὶ	και	και	καί				KAI\	KAI/
1	7	N2N	ASN	17666	πεδίον	πεδιον	πεδιον	πεδίον				PEDI/ON	PEDI/ON
1	7	C		4	καὶ	και	και	καί				KAI\	KAI/
1	7	P		8	πρὸς	προς	προς	πρός				PRO\S	PRO/S
1	7	N3B	ASM	9474	λίβα	λιβα	λιβα	λίψ				LI/BA	LI/Y
1	7	C		4	καὶ	και	και	καί				KAI\	KAI/
1	7	A1A	ASF	13571	παραλίαν	παραλιαν	παραλιαν	παράλιος			,	PARALI/AN	PARA/LIOS
1	7	N1	ASF	13570	γῆν	γην	γην	γῆ				GH=N	GH=
1	7	N2	GPM	10050	Χαναναίων	χαναναιων	χαναναιων	Χαναναῖος				*XANANAI/WN	*XANANAI=OS
1	7	C		4	καὶ	και	και	καί				KAI\	KAI/
1	7	N2	ASM	9474	Ἀντιλίβανον	ἀντιλιβανον	αντιλιβανον	Ἀντιλίβανος				*A)NTILI/BANON	*A)NTILI/BANOS
1	7	P		8	ἕως	ἑως	εως	ἕως				E(/WS	E(/WS
1	7	RA	GSM	10	τοῦ	του	του	ὁ				TOU=	O(
1	7	N2	GSM	9538	ποταμοῦ	ποταμου	ποταμου	ποταμός				POTAMOU=	POTAMO/S
1	7	RA	GSM	10	τοῦ	του	του	ὁ				TOU=	O(
1	7	A1	GSM	9539	μεγάλου	μεγαλου	μεγαλου	μέγας				MEGA/LOU	ME/GAS
1	7	N1M	GSM	9538	Εὐφράτου	εὐφρατου	ευφρατου	Εὐφράτης			.	*EU)FRA/TOU	*EU)FRA/THS
1	8	VB	AAD2P	895681	ἴδετε	ἰδετε	ιδετε	ὁράω				I)/DETE	O(RA/W
1	8	VX	XAI1S	601217	παραδέδωκα	παραδεδωκα	παραδεδωκα	παραδίδωμι				PARADE/DWKA	DI/DWMI          PARA
1	8	P		8	ἐνώπιον	ἐνωπιον	ενωπιον	ἐνώπιος				E)NW/PION	E)NW/PION
1	8	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν				U(MW=N	SU/
1	8	RA	ASF	10	τὴν	την	την	ὁ				TH\N	O(
1	8	N1	ASF	13570	γῆν	γην	γην	γῆ			·	GH=N	GH=
1	8	VC	APPNPM	5065665	εἰσπορευθέντες	εἰσπορευθεντες	εισπορευθεντες	εἰσπορεύομαι				EI)SPOREUQE/NTES	POREU/OMAI       EI)S
1	8	VA	AAD2P	895681	κληρονομήσατε	κληρονομησατε	κληρονομησατε	κληρονομέω				KLHRONOMH/SATE	KLHRONOME/W
1	8	RA	ASF	10	τὴν	την	την	ὁ				TH\N	O(
1	8	N1	ASF	13570	γῆν	γην	γην	γῆ			,	GH=N	GH=
1	8	RR	ASF	14	ἣν	ἡν	ην	ὅς				H(\N	O(/S
1	8	VAI	AAI1S	600705	ὤμοσα	ὠμοσα	ωμοσα	ὀμνύω				W)/MOSA	O)/MNUMI
1	8	RA	DPM	10	τοῖς	τοις	τοις	ὁ				TOI=S	O(
1	8	N3	DPM	10114	πατράσιν	πατρασιν	πατρασιν	πατήρ				PATRA/SIN	PATH/R
1	8	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν				U(MW=N	SU/
1	8	RA	DSM	10	τῷ	τω	τω	ὁ				TW=|	O(
1	8	N	DSM	9602	Αβρααμ	αβρααμ	αβρααμ	Ἀβραάμ				*ABRAAM	*A)BRAA/M
1	8	C		4	καὶ	και	και	καί				KAI\	KAI/
1	8	N	DSM	9602	Ισαακ	ισαακ	ισαακ	Ἰσαάκ				*ISAAK	*ISAAK
1	8	C		4	καὶ	και	και	καί				KAI\	KAI/
1	8	N	DSM	9602	Ιακωβ	ιακωβ	ιακωβ	Ἰακώβ				*IAKWB	*I)AKW/B
1	8	VO	AAN	306049	δοῦναι	δουναι	δουναι	δίδωμι				DOU=NAI	DI/DWMI
1	8	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός				AU)TOI=S	AU)TO/S
1	8	C		4	καὶ	και	και	καί				KAI\	KAI/
1	8	RA	DSN	10	τῷ	τω	τω	ὁ				TW=|	O(
1	8	N3M	DSN	17794	σπέρματι	σπερματι	σπερματι	σπέρμα				SPE/RMATI	SPE/RMA
1	8	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
1	8	P		8	μετ	μετ	μετ	μετά				MET'	META/
1	8	RD	APM	11	αὐτούς	αὐτους	αυτους	αὐτός			.	AU)TOU/S	AU)TO/S
1	9	C		4	καὶ	και	και	καί				KAI\	KAI/
1	9	VAI	AAI1S	600705	εἶπα	εἰπα	ειπα	ἔπω				EI)=PA	EI)=PON
1	9	P		8	πρὸς	προς	προς	πρός				PRO\S	PRO/S
1	9	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς				U(MA=S	SU/
1	9	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	9	RA	DSM	10	τῷ	τω	τω	ὁ				TW=|	O(
1	9	N2	DSM	9602	καιρῷ	καιρω	καιρω	καιρός				KAIRW=|	KAIRO/S
1	9	RD	DSM	11	ἐκείνῳ	ἐκεινω	εκεινω	ἐκεῖνος				E)KEI/NW|	E)KEI=NOS
1	9	V1	PAPNSM	4793793	λέγων	λεγων	λεγων	λέγω				LE/GWN	LE/GW
1	9	D		9	Οὐ	οὐ	ου	οὐ				OU)	OU)
1	9	VF	FMI1S	604289	δυνήσομαι	δυνησομαι	δυνησομαι	δύναμαι				DUNH/SOMAI	DU/NAMAI
1	9	A1	NSM	9347	μόνος	μονος	μονος	μόνος				MO/NOS	MO/NOS
1	9	V1	PAN	304513	φέρειν	φερειν	φερειν	φέρω				FE/REIN	FE/RW
1	9	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς			·	U(MA=S	SU/
1	10	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος				KU/RIOS	KU/RIOS
1	10	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	10	N2	NSM	9346	θεὸς	θεος	θεος	θεός				QEO\S	QEO/S
1	10	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν				U(MW=N	SU/
1	10	VAI	AAI3S	633473	ἐπλήθυνεν	ἐπληθυνεν	επληθυνεν	πληθύνω				E)PLH/QUNEN	PLHQU/NW
1	10	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς			,	U(MA=S	SU/
1	10	C		4	καὶ	και	και	καί				KAI\	KAI/
1	10	I		6	ἰδού	ἰδου	ιδου	ἰδού				I)DOU/	I)DOU/
1	10	V9	PAI2P	894081	ἐστε	ἐστε	εστε	εἰμί				E)STE	EI)MI/
1	10	D		9	σήμερον	σημερον	σημερον	σήμερον				SH/MERON	SH/MERON
1	10	D		9	ὡσεὶ	ὡσει	ωσει	ὡσεί				W(SEI\	W(SEI/
1	10	RA	APN	10	τὰ	τα	τα	ὁ				TA\	O(
1	10	N2N	APN	18178	ἄστρα	ἀστρα	αστρα	ἄστρον				A)/STRA	A)/STRON
1	10	RA	GSM	10	τοῦ	του	του	ὁ				TOU=	O(
1	10	N2	GSM	9538	οὐρανοῦ	οὐρανου	ουρανου	οὐρανός				OU)RANOU=	OU)RANO/S
1	10	RA	DSN	10	τῷ	τω	τω	ὁ				TW=|	O(
1	10	N3E	DSN	17794	πλήθει	πληθει	πληθει	πλῆθος			·	PLH/QEI	PLH=QOS
1	11	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος				KU/RIOS	KU/RIOS
1	11	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	11	N2	NSM	9346	θεὸς	θεος	θεος	θεός				QEO\S	QEO/S
1	11	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	11	N3	GPM	10050	πατέρων	πατερων	πατερων	πατήρ				PATE/RWN	PATH/R
1	11	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν				U(MW=N	SU/
1	11	VE	AAO3S	633665	προσθείη	προσθειη	προσθειη	προστίθημι				PROSQEI/H	TI/QHMI          PROS
1	11	RP	DP	13	ὑμῖν	ὑμιν	υμιν	ὑμῖν				U(MI=N	SU/
1	11	C		4	ὡς	ὡς	ως	ὥς				W(S	W(S
1	11	V9	PAI2P	894081	ἐστὲ	ἐστε	εστε	εἰμί				E)STE\	EI)MI/
1	11	D		9	χιλιοπλασίως	χιλιοπλασιως	χιλιοπλασιως	χιλιοπλασίως				XILIOPLASI/WS	XILIOPLASI/WS
1	11	C		4	καὶ	και	και	καί				KAI\	KAI/
1	11	VA	AAO3S	633665	εὐλογήσαι	εὐλογησαι	ευλογησαι	εὐλογέω				EU)LOGH/SAI	EU)LOGE/W
1	11	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς			,	U(MA=S	SU/
1	11	D		9	καθότι	καθοτι	καθοτι	καθότι				KAQO/TI	KAQO/TI
1	11	VAI	AAI3S	633473	ἐλάλησεν	ἐλαλησεν	ελαλησεν	λαλέω				E)LA/LHSEN	LALE/W
1	11	RP	DP	13	ὑμῖν	ὑμιν	υμιν	ὑμῖν			.	U(MI=N	SU/
1	12	D		9	πῶς	πως	πως	πῶς				PW=S	PW=S
1	12	VF	FMI1S	604289	δυνήσομαι	δυνησομαι	δυνησομαι	δύναμαι				DUNH/SOMAI	DU/NAMAI
1	12	A1	NSM	9347	μόνος	μονος	μονος	μόνος				MO/NOS	MO/NOS
1	12	V1	PAN	304513	φέρειν	φερειν	φερειν	φέρω				FE/REIN	FE/RW
1	12	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
1	12	N2	ASM	9474	κόπον	κοπον	κοπον	κόπος				KO/PON	KO/POS
1	12	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν				U(MW=N	SU/
1	12	C		4	καὶ	και	και	καί				KAI\	KAI/
1	12	RA	ASF	10	τὴν	την	την	ὁ				TH\N	O(
1	12	N3I	ASF	13570	ὑπόστασιν	ὑποστασιν	υποστασιν	ὑπόστασις				U(PO/STASIN	U(PO/STASIS
1	12	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν				U(MW=N	SU/
1	12	C		4	καὶ	και	και	καί				KAI\	KAI/
1	12	RA	APF	10	τὰς	τας	τας	ὁ				TA\S	O(
1	12	N1A	APF	14082	ἀντιλογίας	ἀντιλογιας	αντιλογιας	ἀντιλογία				A)NTILOGI/AS	A)NTILOGI/A
1	12	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν			;	U(MW=N	SU/
1	13	VO	AAD2P	895681	δότε	δοτε	δοτε	δίδωμι				DO/TE	DI/DWMI
1	13	RD	DPM	11	ἑαυτοῖς	ἑαυτοις	εαυτοις	ἑαυτοῦ				E(AUTOI=S	E(AUTOU=
1	13	N3	APM	9986	ἄνδρας	ἀνδρας	ανδρας	ἀνήρ				A)/NDRAS	A)NH/R
1	13	A1	APM	9987	σοφοὺς	σοφους	σοφους	σοφός				SOFOU\S	SOFO/S
1	13	C		4	καὶ	και	και	καί				KAI\	KAI/
1	13	A3N	APM	9987	ἐπιστήμονας	ἐπιστημονας	επιστημονας	ἐπιστήμων				E)PISTH/MONAS	E)PISTH/MWN
1	13	C		4	καὶ	και	και	καί				KAI\	KAI/
1	13	A1	APM	9987	συνετοὺς	συνετους	συνετους	συνετός				SUNETOU\S	SUNETO/S
1	13	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	13	RA	APF	10	τὰς	τας	τας	ὁ				TA\S	O(
1	13	N1	APF	14082	φυλὰς	φυλας	φυλας	φυλή				FULA\S	FULH/
1	13	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν			,	U(MW=N	SU/
1	13	C		4	καὶ	και	και	καί				KAI\	KAI/
1	13	VF	FAI1S	600193	καταστήσω	καταστησω	καταστησω	καθίστημι				KATASTH/SW	I(/STHMI         KATA
1	13	P		8	ἐφ	ἐφ	εφ	ἐπί				E)F'	E)PI/
1	13	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν				U(MW=N	SU/
1	13	V2	PMPAPM	5125569	ἡγουμένους	ἡγουμενους	ηγουμενους	ἡγέομαι				H(GOUME/NOUS	H(GE/OMAI
1	13	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν			.	U(MW=N	SU/
1	14	C		4	καὶ	και	και	καί				KAI\	KAI/
1	14	VCI	API2P	903809	ἀπεκρίθητέ	ἀπεκριθητε	απεκριθητε	ἀποκρίνομαι				A)PEKRI/QHTE/	KRI/NW           A)PO
1	14	RP	DS	13	μοι	μοι	μοι	μοι				MOI	E)GW/
1	14	C		4	καὶ	και	και	καί				KAI\	KAI/
1	14	VAI	AAI2P	895617	εἴπατε	εἰπατε	ειπατε	ἔπω				EI)/PATE	EI)=PON
1	14	A1	ASN	17667	Καλὸν	καλον	καλον	καλός				KALO\N	KALO/S
1	14	RA	NSN	10	τὸ	το	το	ὁ				TO\	O(
1	14	N3M	NSN	17538	ῥῆμα	ῥημα	ρημα	ῥῆμα			,	R(H=MA	R(H=MA
1	14	RR	ASN	14	ὃ	ὁ	ο	ὅς				O(\	O(/S
1	14	VAI	AAI2S	633473	ἐλάλησας	ἐλαλησας	ελαλησας	λαλέω				E)LA/LHSAS	LALE/W
1	14	VA	AAN	306049	ποιῆσαι	ποιησαι	ποιησαι	ποιέω			.	POIH=SAI	POIE/W
1	15	C		4	καὶ	και	και	καί				KAI\	KAI/
1	15	VBI	AAI1S	600705	ἔλαβον	ἐλαβον	ελαβον	λαμβάνω				E)/LABON	LAMBA/NW
1	15	P		8	ἐξ	ἐξ	εξ	ἐκ				E)C	E)K
1	15	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν				U(MW=N	SU/
1	15	N3	APM	9986	ἄνδρας	ἀνδρας	ανδρας	ἀνήρ				A)/NDRAS	A)NH/R
1	15	A1	APM	9987	σοφοὺς	σοφους	σοφους	σοφός				SOFOU\S	SOFO/S
1	15	C		4	καὶ	και	και	καί				KAI\	KAI/
1	15	A3N	APM	9987	ἐπιστήμονας	ἐπιστημονας	επιστημονας	ἐπιστήμων				E)PISTH/MONAS	E)PISTH/MWN
1	15	C		4	καὶ	και	και	καί				KAI\	KAI/
1	15	A1	APM	9987	συνετοὺς	συνετους	συνετους	συνετός				SUNETOU\S	SUNETO/S
