1	1	N2	NSM	9346	Λόγος	λογος	λογος	λόγος				LO/GOS	LO/GOS
1	5	N2	GSM	9538	οἴνου	οἰνου	οινου	οἶνος				OI)/NOU	OI)=NOS
1	5	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
1	5	C		4	καὶ	και	και	καί				KAI\	KAI/
1	5	VA	AAD2P	895681	κλαύσατε	κλαυσατε	κλαυσατε	κλαίω			·	KLAU/SATE	KLAI/W
1	5	VA	AAD2P	895681	θρηνήσατε	θρηνησατε	θρηνησατε	θρηνέω			,	QRHNH/SATE	QRHNE/W
1	5	A3	NPM	9859	πάντες	παντες	παντες	πᾶς				PA/NTES	PA=S
1	5	RA	NPM	10	οἱ	οἱ	οι	ὁ				OI(	O(
1	5	V1	PAPNPM	5055937	πίνοντες	πινοντες	πινοντες	πίνω				PI/NONTES	PI/NW
1	5	N2	ASM	9474	οἶνον	οἰνον	οινον	οἶνος			,	OI)=NON	OI)=NOS
1	5	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	5	N1	ASF	13570	μέθην	μεθην	μεθην	μέθη			,	ME/QHN	ME/QH
1	5	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
1	5	VX	XMI3S	638081	ἐξῆρται	ἐξηρται	εξηρται	ἐξαίρω				E)CH=RTAI	AI)/RW           E)K
1	5	P		8	ἐκ	ἐκ	εκ	ἐκ				E)K	E)K
1	5	N3M	GSN	17730	στόματος	στοματος	στοματος	στόμα				STO/MATOS	STO/MA
1	5	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν				U(MW=N	SU/
1	5	N1	NSF	13442	εὐφροσύνη	εὐφροσυνη	ευφροσυνη	εὐφροσύνη				EU)FROSU/NH	EU)FROSU/NH
1	5	C		4	καὶ	και	και	καί				KAI\	KAI/
1	5	N1A	NSF	13442	χαρά	χαρα	χαρα	χαρά			.	XARA/	XARA/
1	6	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
1	6	N3E	NSN	17538	ἔθνος	ἐθνος	εθνος	ἔθνος				E)/QNOS	E)/QNOS
1	6	VZI	AAI3S	633473	ἀνέβη	ἀνεβη	ανεβη	ἀναβαίνω				A)NE/BH	BAI/NW           A)NA
1	6	P		8	ἐπὶ	ἐπι	επι	ἐπί				E)PI\	E)PI/
1	6	RA	ASF	10	τὴν	την	την	ὁ				TH\N	O(
1	6	N1	ASF	13570	γῆν	γην	γην	γῆ				GH=N	GH=
1	6	RP	GS	13	μου	μου	μου	μου				MOU	E)GW/
1	6	A1A	NSN	17539	ἰσχυρὸν	ἰσχυρον	ισχυρον	ἰσχυρός				I)SXURO\N	I)SXURO/S
1	6	C		4	καὶ	και	και	καί				KAI\	KAI/
1	6	A1B	NSN	17539	ἀναρίθμητον	ἀναριθμητον	αναριθμητον	ἀναρίθμητος			,	A)NARI/QMHTON	A)NARI/QMHTOS
1	6	RA	NPM	10	οἱ	οἱ	οι	ὁ				OI(	O(
1	6	N3	NPM	9858	ὀδόντες	ὀδοντες	οδοντες	ὀδούς				O)DO/NTES	O)DOU/S
1	6	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός				AU)TOU=	AU)TO/S
1	6	N3	NPM	9858	ὀδόντες	ὀδοντες	οδοντες	ὀδούς				O)DO/NTES	O)DOU/S
1	6	N3	GSM	9538	λέοντος	λεοντος	λεοντος	λέων			,	LE/ONTOS	LE/WN
1	6	C		4	καὶ	και	και	καί				KAI\	KAI/
1	6	RA	NPF	10	αἱ	αἱ	αι	ὁ				AI(	O(
1	6	N1	NPF	13954	μύλαι	μυλαι	μυλαι	μύλη				MU/LAI	MU/LH
1	6	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός				AU)TOU=	AU)TO/S
1	6	N2	GSM	9538	σκύμνου	σκυμνου	σκυμνου	σκύμνος			·	SKU/MNOU	SKU/MNOS
1	7	VEI	AMI3S	637569	ἔθετο	ἐθετο	εθετο	τίθημι				E)/QETO	TI/QHMI
1	7	RA	ASF	10	τὴν	την	την	ὁ				TH\N	O(
1	7	N2	ASF	13570	ἄμπελόν	ἀμπελον	αμπελον	ἄμπελος				A)/MPELO/N	A)/MPELOS
1	7	RP	GS	13	μου	μου	μου	μου				MOU	E)GW/
1	7	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	7	N2	ASM	9474	ἀφανισμὸν	ἀφανισμον	αφανισμον	ἀφανισμός				A)FANISMO\N	A)FANISMO/S
1	7	C		4	καὶ	και	και	καί				KAI\	KAI/
1	7	RA	APF	10	τὰς	τας	τας	ὁ				TA\S	O(
1	7	N1	APF	14082	συκᾶς	συκας	συκας	συκῆ				SUKA=S	SUKH=
1	7	RP	GS	13	μου	μου	μου	μου				MOU	E)GW/
1	7	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	7	N2	ASM	9474	συγκλασμόν	συγκλασμον	συγκλασμον	συγκλασμός			·	SUGKLASMO/N	SUGKLASMO/S
1	7	V3	PAPNSM	4793793	ἐρευνῶν	ἐρευνων	ερευνων	ἐρευνάω				E)REUNW=N	E)REUNA/W
1	7	VAI	AAI3S	633473	ἐξηρεύνησεν	ἐξηρευνησεν	εξηρευνησεν	ἐξερευνάω				E)CHREU/NHSEN	E)REUNA/W        E)K
1	7	RD	ASF	11	αὐτὴν	αὐτην	αυτην	αὐτός				AU)TH\N	AU)TO/S
1	7	C		4	καὶ	και	και	καί				KAI\	KAI/
1	7	VAI	AAI3S	633473	ἔρριψεν	ἐρριψεν	ερριψεν	ῥίπτω			,	E)/RRIYEN	R(I/PTW
1	7	V1I	IAI3S	632449	ἐλεύκανεν	ἐλευκανεν	ελευκανεν	λευκαίνω				E)LEU/KANEN	LEUKAI/NW
1	7	N3M	APN	18178	κλήματα	κληματα	κληματα	κλῆμα				KLH/MATA	KLH=MA
1	7	RD	GSF	11	αὐτῆς	αὐτης	αυτης	αὐτός			.	AU)TH=S	AU)TO/S
1	8	VA	AAD2S	633537	θρήνησον	θρηνησον	θρηνησον	θρηνέω				QRH/NHSON	QRH/NE/W
1	8	P		8	πρός	προς	προς	πρός				PRO/S	PRO/S
1	8	RP	AS	13	με	με	με	μέ				ME	E)GW/
1	8	P		8	ὑπὲρ	ὑπερ	υπερ	ὑπέρ				U(PE\R	U(PE/R
1	8	N1	ASF	13570	νύμφην	νυμφην	νυμφην	νύμφη				NU/MFHN	NU/MFH
1	8	VM	XMPASF	6962625	περιεζωσμένην	περιεζωσμενην	περιεζωσμενην	περιζώννυμι				PERIEZWSME/NHN	ZW/NNUMI         PERI
1	8	N2	ASM	9474	σάκκον	σακκον	σακκον	σάκκος				SA/KKON	SA/KKOS
1	8	P		8	ἐπὶ	ἐπι	επι	ἐπί				E)PI\	E)PI/
1	8	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
1	8	N3	ASM	9474	ἄνδρα	ἀνδρα	ανδρα	ἀνήρ				A)/NDRA	A)NH/R
1	8	RD	GSF	11	αὐτῆς	αὐτης	αυτης	αὐτός				AU)TH=S	AU)TO/S
1	8	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
1	8	N2	ASM	9474	παρθενικόν	παρθενικον	παρθενικον	παρθενικός			.	PARQENIKO/N	PARQENIKO/S
1	9	VX	XMI3S	638081	ἐξῆρται	ἐξηρται	εξηρται	ἐξαίρω				E)CH=RTAI	AI)/RW           E)K
1	9	N1A	NSF	13442	θυσία	θυσια	θυσια	θυσία				QUSI/A	QUSI/A
1	9	C		4	καὶ	και	και	καί				KAI\	KAI/
1	9	N1	NSF	13442	σπονδὴ	σπονδη	σπονδη	σπονδή				SPONDH\	SPONDH/
1	9	P		8	ἐξ	ἐξ	εξ	ἐκ				E)C	E)K
1	9	N2	GSM	9538	οἴκου	οἰκου	οικου	οἶκος				OI)/KOU	OI)=KOS
1	9	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος			.	KURI/OU	KU/RIOS
1	9	V2	PAD2P	894145	πενθεῖτε	πενθειτε	πενθειτε	πενθέω			,	PENQEI=TE	PENQE/W
1	9	RA	NPM	10	οἱ	οἱ	οι	ὁ				OI(	O(
1	9	N3V	NPM	9858	ἱερεῖς	ἱερεις	ιερεις	ἱερεύς				I(EREI=S	I(EREU/S
1	9	RA	NPM	10	οἱ	οἱ	οι	ὁ				OI(	O(
1	9	V2	PAPNPM	5055937	λειτουργοῦντες	λειτουργουντες	λειτουργουντες	λειτουργέω				LEITOURGOU=NTES	LEITOURGE/W
1	9	N2N	DSN	17794	θυσιαστηρίῳ	θυσιαστηριω	θυσιαστηριω	θυσιαστήριον			,	QUSIASTHRI/W|	QUSIASTH/RION
1	10	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
1	10	VX	XAI3S	633985	τεταλαιπώρηκεν	τεταλαιπωρηκεν	τεταλαιπωρηκεν	ταλαιπωρέω				TETALAIPW/RHKEN	TALAIPWRE/W
1	10	RA	NPN	10	τὰ	τα	τα	ὁ				TA\	O(
1	10	N2N	NPN	18050	πεδία	πεδια	πεδια	πεδίον			·	PEDI/A	PEDI/ON
1	10	V2	PAD3S	632001	πενθείτω	πενθειτω	πενθειτω	πενθέω				PENQEI/TW	PENQE/W
1	10	RA	NSF	10	ἡ	ἡ	η	ὁ				H(	O(
1	10	N1	NSF	13442	γῆ	γη	γη	γῆ			,	GH=	GH=
1	10	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
1	10	VX	XAI3S	633985	τεταλαιπώρηκεν	τεταλαιπωρηκεν	τεταλαιπωρηκεν	ταλαιπωρέω				TETALAIPW/RHKEN	TALAIPWRE/W
1	10	N2	NSM	9346	σῖτος	σιτος	σιτος	σῖτος			,	SI=TOS	SI=TOS
1	10	VCI	API3S	641665	ἐξηράνθη	ἐξηρανθη	εξηρανθη	ξηραίνω				E)CHRA/NQH	CHRAI/NW
1	10	N2	NSM	9346	οἶνος	οἰνος	οινος	οἶνος			,	OI)=NOS	OI)=NOS
1	10	VCI	API3S	641665	ὠλιγώθη	ὠλιγωθη	ωλιγωθη	ὀλιγόω				W)LIGW/QH	O)LIGO/W
1	10	N2N	NSN	17538	ἔλαιον	ἐλαιον	ελαιον	ἔλαιον			.	E)/LAION	E)/LAION
1	11	VCI	API3P	903809	ἐξηράνθησαν	ἐξηρανθησαν	εξηρανθησαν	ξηραίνω				E)CHRA/NQHSAN	CHRAI/NW
1	11	RA	NPM	10	οἱ	οἱ	οι	ὁ				OI(	O(
1	11	N2	NPM	9858	γεωργοί	γεωργοι	γεωργοι	γεωργός			·	GEWRGOI/	GEWRGO/S
1	11	V2	PAD2P	894145	θρηνεῖτε	θρηνειτε	θρηνειτε	θρηνέω			,	QRHNEI=TE	QRHNE/W
1	11	N3M	APN	18178	κτήματα	κτηματα	κτηματα	κτῆμα			,	KTH/MATA	KTH=MA
1	11	P		8	ὑπὲρ	ὑπερ	υπερ	ὑπέρ				U(PE\R	U(PE/R
1	11	N2	GSM	9538	πυροῦ	πυρου	πυρου	πυρός				PUROU=	PURO/S
1	11	C		4	καὶ	και	και	καί				KAI\	KAI/
1	11	N1	GSF	13634	κριθῆς	κριθης	κριθης	κριθή			,	KRIQH=S	KRIQH/
1	11	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
1	11	VX	XAI3S	633985	ἀπόλωλεν	ἀπολωλεν	απολωλεν	ἀπόλλυμι				A)PO/LWLEN	O)LLU/W          A)PO
1	11	N2	NSM	9346	τρυγητὸς	τρυγητος	τρυγητος	τρύγητος				TRUGHTO\S	TRU/GHTOS
1	11	P		8	ἐξ	ἐξ	εξ	ἐκ				E)C	E)K
1	11	N2	GSM	9538	ἀγροῦ	ἀγρου	αγρου	ἀγρός			·	A)GROU=	A)GRO/S
1	12	RA	NSF	10	ἡ	ἡ	η	ὁ				H(	O(
1	12	N2	NSF	13442	ἄμπελος	ἀμπελος	αμπελος	ἄμπελος				A)/MPELOS	A)/MPELOS
1	12	VCI	API3S	641665	ἐξηράνθη	ἐξηρανθη	εξηρανθη	ξηραίνω			,	E)CHRA/NQH	CHRAI/NW
1	12	C		4	καὶ	και	και	καί				KAI\	KAI/
1	12	RA	NPF	10	αἱ	αἱ	αι	ὁ				AI(	O(
1	12	N1	NPF	13954	συκαῖ	συκαι	συκαι	συκῆ				SUKAI=	SUKH=
1	12	VCI	API3P	903809	ὠλιγώθησαν	ὠλιγωθησαν	ωλιγωθησαν	ὀλιγόω			·	W)LIGW/QHSAN	O)LIGO/W
1	12	N1A	NSF	13442	ῥόα	ῥοα	ροα	ῥόα				R(O/A	R(O/A
1	12	C		4	καὶ	και	και	καί				KAI\	KAI/
1	12	N3K	NSM	9346	φοῖνιξ	φοινιξ	φοινιξ	φοῖνιξ				FOI=NIC	FOI=NIC
1	12	C		4	καὶ	και	και	καί				KAI\	KAI/
1	12	N2N	NSN	17538	μῆλον	μηλον	μηλον	μῆλον				MH=LON	MH=LON
1	12	C		4	καὶ	και	και	καί				KAI\	KAI/
1	12	A3	NPN	18051	πάντα	παντα	παντα	πᾶς				PA/NTA	PA=S
1	12	RA	NPN	10	τὰ	τα	τα	ὁ				TA\	O(
1	12	N2N	NPN	18050	ξύλα	ξυλα	ξυλα	ξύλον				CU/LA	CU/LON
1	12	RA	GSM	10	τοῦ	του	του	ὁ				TOU=	O(
1	12	N2	GSM	9538	ἀγροῦ	ἀγρου	αγρου	ἀγρός				A)GROU=	A)GRO/S
1	12	VCI	API3P	903809	ἐξηράνθησαν	ἐξηρανθησαν	εξηρανθησαν	ξηραίνω			,	E)CHRA/NQHSAN	CHRAI/NW
1	12	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
1	12	VAI	AAI3P	895617	ᾔσχυναν	ἠσχυναν	ησχυναν	αἰσχύνω				H)/|SXUNAN	AI)SXU/NW
1	12	N1A	ASF	13570	χαρὰν	χαραν	χαραν	χαρά				XARA\N	XARA/
1	12	RA	NPM	10	οἱ	οἱ	οι	ὁ				OI(	O(
1	12	N2	NPM	9858	υἱοὶ	υἱοι	υιοι	υἱός				UI(OI\	UI(O/S
1	12	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	12	N2	GPM	10050	ἀνθρώπων	ἀνθρωπων	ανθρωπων	ἄνθρωπος			.	A)NQRW/PWN	A)/NQRWPOS
1	13	VA	AMD2P	899777	περιζώσασθε	περιζωσασθε	περιζωσασθε	περιζώννυμι				PERIZW/SASQE	ZW/NNUMI         PERI
1	13	C		4	καὶ	και	και	καί				KAI\	KAI/
1	13	V1	PMD2P	898241	κόπτεσθε	κοπτεσθε	κοπτεσθε	κόπτω			,	KO/PTESQE	KO/PTW
1	13	RA	NPM	10	οἱ	οἱ	οι	ὁ				OI(	O(
1	13	N3V	NPM	9858	ἱερεῖς	ἱερεις	ιερεις	ἱερεύς			,	I(EREI=S	I(EREU/S
1	13	V2	PAI2P	894081	θρηνεῖτε	θρηνειτε	θρηνειτε	θρηνέω			,	QRHNEI=TE	QRHNE/W
1	13	RA	NPM	10	οἱ	οἱ	οι	ὁ				OI(	O(
1	13	V2	PAPNPM	5055937	λειτουργοῦντες	λειτουργουντες	λειτουργουντες	λειτουργέω				LEITOURGOU=NTES	LEITOURGE/W
1	13	N2N	DSN	17794	θυσιαστηρίῳ	θυσιαστηριω	θυσιαστηριω	θυσιαστήριον			·	QUSIASTHRI/W|	QUSIASTH/RION
1	13	VB	AAD2P	895681	εἰσέλθατε	εἰσελθατε	εισελθατε	εἰσέρχομαι				EI)SE/LQATE	E)/RXOMAI        EI)S
1	13	VA	AAD2P	895681	ὑπνώσατε	ὑπνωσατε	υπνωσατε	ὑπνόω				U(PNW/SATE	U(PNO/W
1	13	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	13	N2	DPM	10114	σάκκοις	σακκοις	σακκοις	σάκκος				SA/KKOIS	SA/KKOS
1	13	V2	PAPNPM	5055937	λειτουργοῦντες	λειτουργουντες	λειτουργουντες	λειτουργέω				LEITOURGOU=NTES	LEITOURGE/W
1	13	N2	DSM	9602	θεῷ	θεω	θεω	θεός			,	QEW=|	QEO/S
1	13	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
1	13	VX	XAI3S	633985	ἀπέσχηκεν	ἀπεσχηκεν	απεσχηκεν	ἀντέχω				A)PE/SXHKEN	E)/XW            A)PO
1	13	P		8	ἐξ	ἐξ	εξ	ἐκ				E)C	E)K
1	13	N2	GSM	9538	οἴκου	οἰκου	οικου	οἶκος				OI)/KOU	OI)=KOS
1	13	N2	GSM	9538	θεοῦ	θεου	θεου	θεός				QEOU=	QEO/S
1	13	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν				U(MW=N	SU/
1	13	N1A	NSF	13442	θυσία	θυσια	θυσια	θυσία				QUSI/A	QUSI/A
1	13	C		4	καὶ	και	και	καί				KAI\	KAI/
1	13	N1	NSF	13442	σπονδή	σπονδη	σπονδη	σπονδή			.	SPONDH/	SPONDH/
1	14	VA	AAD2P	895681	ἁγιάσατε	ἁγιασατε	αγιασατε	ἁγιάζω				A(GIA/SATE	A(GIA/ZW
1	14	N1A	ASF	13570	νηστείαν	νηστειαν	νηστειαν	νηστεία			,	NHSTEI/AN	NHSTEI/A
1	14	VA	AAD2P	895681	κηρύξατε	κηρυξατε	κηρυξατε	κηρύσσω				KHRU/CATE	KHRU/SSW
1	14	N1A	ASF	13570	θεραπείαν	θεραπειαν	θεραπειαν	θεραπεία			,	QERAPEI/AN	QERAPEI/A
1	14	VB	AAD2P	895681	συναγάγετε	συναγαγετε	συναγαγετε	συνάγω				SUNAGA/GETE	A)/GW            SUN
1	14	A1A	APM	9987	πρεσβυτέρους	πρεσβυτερους	πρεσβυτερους	πρεσβύτερος				PRESBUTE/ROUS	PRESBU/TEROS
1	14	A3	APM	9987	πάντας	παντας	παντας	πᾶς				PA/NTAS	PA=S
1	14	V2	PAPAPM	5121473	κατοικοῦντας	κατοικουντας	κατοικουντας	κατοικέω				KATOIKOU=NTAS	OI)KE/W          KATA
1	14	N1	ASF	13570	γῆν	γην	γην	γῆ				GH=N	GH=
1	14	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	14	N2	ASM	9474	οἶκον	οἰκον	οικον	οἶκος				OI)=KON	OI)=KOS
1	14	N2	GSM	9538	θεοῦ	θεου	θεου	θεός				QEOU=	QEO/S
1	14	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν				U(MW=N	SU/
1	14	C		4	καὶ	και	και	καί				KAI\	KAI/
1	14	VAI	AAD2P	895681	κεκράξατε	κεκραξατε	κεκραξατε	κράζω				KEKRA/CATE	KRA/ZW
1	14	P		8	πρὸς	προς	προς	πρός				PRO\S	PRO/S
1	14	N2	ASM	9474	κύριον	κυριον	κυριον	κύριος				KU/RION	KU/RIOS
1	14	D		9	ἐκτενῶς	ἐκτενως	εκτενως	ἐκτενῶς				E)KTENW=S	E)KTENW=S
1	15	I		6	Οἴμμοι	οἰμμοι	οιμμοι	οἴμμοι				OI)/MMOI	OI)/MMOI
1	15	I		6	οἴμμοι	οἰμμοι	οιμμοι	οἴμμοι				OI)/MMOI	OI)/MMOI
1	15	I		6	οἴμμοι	οἰμμοι	οιμμοι	οἴμμοι				OI)/MMOI	OI)/MMOI
1	15	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	15	N1A	ASF	13570	ἡμέραν	ἡμεραν	ημεραν	ἡμέρα			,	H(ME/RAN	H(ME/RA
